Order Date,Customer Name,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Profit
11/22/2016,Todd Boyes,Corporate,New York City,New York,10009,East,Office Supplies,Binders,12.192,4,4.1148
11/22/2016,Todd Boyes,Corporate,New York City,New York,10009,East,Office Supplies,Art,20.82,3,7.4952
11/10/2016,Chuck Clark,Home Office,San Francisco,California,94122,West,Office Supplies,Binders,13.216,4,4.4604
11/10/2016,Chuck Clark,Home Office,San Francisco,California,94122,West,Office Supplies,Paper,32.4,5,15.552
8/27/2015,Philip Fox,Consumer,San Diego,California,92105,West,Office Supplies,Supplies,32.94,3,9.2232
8/27/2015,Philip Fox,Consumer,San Diego,California,92105,West,Office Supplies,Paper,114.2,5,52.532
8/27/2015,Philip Fox,Consumer,San Diego,California,92105,West,Office Supplies,Labels,3.08,1,1.4784
5/25/2015,Justin Hirsh,Consumer,Pueblo,Colorado,81001,West,Office Supplies,Appliances,845.728,13,84.5728
12/30/2017,Erica Bern,Corporate,Fairfield,California,94533,West,Office Supplies,Binders,13.904,2,4.5188
12/30/2017,Erica Bern,Corporate,Fairfield,California,94533,West,Office Supplies,Binders,20.72,2,6.475
12/8/2016,Quincy Jones,Corporate,Saint Paul,Minnesota,55106,Central,Technology,Phones,114.95,5,2.299
10/4/2015,Alex Avila,Consumer,San Francisco,California,94109,West,Office Supplies,Storage,26.96,2,7.0096
12/23/2016,Logan Currie,Consumer,Springfield,Virginia,22153,South,Furniture,Furnishings,572.76,6,166.1004
12/23/2016,Logan Currie,Consumer,Springfield,Virginia,22153,South,Furniture,Furnishings,286.38,3,83.0502
9/19/2015,Tracy Collins,Home Office,Arlington,Virginia,22204,South,Furniture,Bookcases,61.96,2,4.3372
7/3/2017,Chuck Sachs,Consumer,Columbus,Georgia,31907,South,Furniture,Furnishings,23.99,1,5.5177
7/3/2017,Chuck Sachs,Consumer,Columbus,Georgia,31907,South,Technology,Phones,287.97,3,77.7519
7/14/2016,Bryan Mills,Consumer,Houston,Texas,77036,Central,Technology,Phones,419.944,7,52.493
6/20/2016,Roy Collins,Consumer,Pasadena,California,91104,West,Office Supplies,Paper,46.76,7,22.4448
6/20/2016,Roy Collins,Consumer,Pasadena,California,91104,West,Office Supplies,Binders,17.712,3,6.4206
6/20/2016,Roy Collins,Consumer,Pasadena,California,91104,West,Office Supplies,Appliances,21.78,2,5.6628
6/20/2016,Roy Collins,Consumer,Pasadena,California,91104,West,Office Supplies,Storage,161.94,3,9.7164
6/20/2016,Roy Collins,Consumer,Pasadena,California,91104,West,Furniture,Chairs,161.568,2,-8.0784
12/9/2016,Fred McMath,Consumer,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,3.69,1,1.7343
12/9/2016,Fred McMath,Consumer,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,122.12,4,56.1752
9/24/2016,Pete Kriz,Consumer,Columbus,Ohio,43229,East,Furniture,Chairs,155.372,2,-13.3176
12/18/2016,Henry Goldwyn,Corporate,Los Angeles,California,90032,West,Office Supplies,Paper,38.88,6,18.6624
12/18/2016,Henry Goldwyn,Corporate,Los Angeles,California,90032,West,Furniture,Furnishings,183.84,8,62.5056
12/18/2016,Henry Goldwyn,Corporate,Los Angeles,California,90032,West,Office Supplies,Supplies,579.3,5,28.965
12/10/2017,Helen Andreada,Consumer,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,14.2,1,3.3725
7/1/2014,Laurel Workman,Corporate,Deltona,Florida,32725,South,Technology,Phones,575.92,2,71.99
7/1/2014,Laurel Workman,Corporate,Deltona,Florida,32725,South,Office Supplies,Binders,5.184,6,-3.6288
2/3/2017,Matt Collins,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Binders,5.229,3,-4.1832
2/3/2017,Matt Collins,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Storage,285.552,2,35.694
3/3/2017,Liz Preis,Consumer,Murray,Kentucky,42071,South,Office Supplies,Appliances,72.8,5,19.656
10/9/2017,Evan Bailliet,Consumer,Wilmington,North Carolina,28403,South,Office Supplies,Paper,10.816,4,3.5152
9/28/2014,George Zrebassa,Corporate,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,46.26,3,12.4902
5/27/2014,Laurel Elliston,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Binders,17.46,6,-30.555
6/14/2015,Alan Dominguez,Home Office,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,51.072,6,5.1072
3/30/2016,Cathy Prescott,Corporate,Norwich,Connecticut,6360,East,Office Supplies,Paper,11.34,1,5.5566
10/15/2017,Frank Gastineau,Home Office,San Francisco,California,94110,West,Office Supplies,Art,87.92,4,26.376
5/23/2016,Lisa DeCherney,Consumer,San Francisco,California,94109,West,Furniture,Furnishings,37.05,3,16.302
6/2/2017,Alejandro Ballentine,Home Office,Lorain,Ohio,44052,East,Technology,Phones,2.97,1,-0.6435
6/2/2017,Alejandro Ballentine,Home Office,Lorain,Ohio,44052,East,Office Supplies,Storage,27.44,2,2.401
2/16/2014,Michael Nguyen,Consumer,Dallas,Texas,75220,Central,Office Supplies,Binders,1.08,3,-1.728
2/16/2014,Michael Nguyen,Consumer,Dallas,Texas,75220,Central,Office Supplies,Appliances,7.96,2,-13.93
5/6/2014,Harold Pawlan,Home Office,Los Angeles,California,90049,West,Office Supplies,Binders,140.736,8,52.776
5/16/2016,Jim Radford,Consumer,Middletown,Connecticut,6457,East,Office Supplies,Storage,552.56,4,0
4/2/2017,Jamie Frazer,Consumer,Los Angeles,California,90008,West,Furniture,Furnishings,25.11,3,6.5286
3/31/2017,Chad McGuire,Consumer,New York City,New York,10011,East,Furniture,Furnishings,29.78,2,8.0406
3/31/2017,Chad McGuire,Consumer,New York City,New York,10011,East,Technology,Phones,677.58,3,176.1708
3/31/2017,Chad McGuire,Consumer,New York City,New York,10011,East,Office Supplies,Paper,75.04,8,36.0192
1/2/2017,Aaron Smayling,Corporate,Jacksonville,North Carolina,28540,South,Technology,Machines,695.7,2,-27.828
1/2/2017,Aaron Smayling,Corporate,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,15.66,5,-12.528
1/2/2017,Aaron Smayling,Corporate,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,28.854,6,-21.1596
5/28/2015,Karl Braun,Consumer,Freeport,New York,11520,East,Office Supplies,Art,47.82,3,14.346
5/28/2015,Karl Braun,Consumer,Freeport,New York,11520,East,Office Supplies,Labels,13.05,5,6.003
3/17/2014,Bradley Nguyen,Consumer,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,93.78,2,36.5742
3/17/2014,Bradley Nguyen,Consumer,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.18,7,23.59
3/17/2014,Bradley Nguyen,Consumer,Lakeville,Minnesota,55044,Central,Office Supplies,Art,19.68,6,5.7072
3/17/2014,Bradley Nguyen,Consumer,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,53.4,10,25.098
3/17/2014,Bradley Nguyen,Consumer,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,35.88,6,17.2224
10/3/2014,Beth Paige,Consumer,Evanston,Illinois,60201,Central,Furniture,Chairs,258.279,3,-70.1043
3/28/2016,Aaron Smayling,Corporate,Arlington,Virginia,22204,South,Office Supplies,Storage,31.4,2,7.85
5/4/2017,Lindsay Williams,Corporate,San Francisco,California,94109,West,Technology,Phones,183.96,5,20.6955
5/4/2017,Lindsay Williams,Corporate,San Francisco,California,94109,West,Office Supplies,Paper,17.61,3,8.4528
5/4/2017,Lindsay Williams,Corporate,San Francisco,California,94109,West,Furniture,Tables,300.904,1,11.2839
7/5/2014,Dan Campbell,Consumer,Houston,Texas,77036,Central,Office Supplies,Storage,220.776,3,-44.1552
7/5/2014,Dan Campbell,Consumer,Houston,Texas,77036,Central,Office Supplies,Storage,281.424,11,-35.178
5/5/2016,Natalie DeCherney,Consumer,Louisville,Kentucky,40214,South,Office Supplies,Paper,79.14,3,36.4044
4/26/2017,Larry Blacks,Consumer,Fort Worth,Texas,76106,Central,Furniture,Furnishings,1.988,1,-1.4413
9/26/2014,Kean Takahito,Consumer,Los Angeles,California,90049,West,Furniture,Chairs,145.568,2,0
10/19/2017,Harry Marie,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,123.256,7,9.2442
10/19/2017,Harry Marie,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,23.68,4,7.4
10/19/2017,Harry Marie,Corporate,Philadelphia,Pennsylvania,19120,East,Technology,Phones,309.576,4,-56.7556
11/10/2017,Ann Blume,Corporate,Tucson,Arizona,85705,West,Office Supplies,Binders,38.388,14,-25.592
11/10/2017,Ann Blume,Corporate,Tucson,Arizona,85705,West,Technology,Machines,95.994,2,-63.996
11/10/2017,Ann Blume,Corporate,Tucson,Arizona,85705,West,Technology,Accessories,239.952,6,-35.9928
11/10/2017,Ann Blume,Corporate,Tucson,Arizona,85705,West,Technology,Phones,201.584,2,15.1188
11/10/2017,Ann Blume,Corporate,Tucson,Arizona,85705,West,Furniture,Chairs,899.136,4,-146.1096
7/8/2017,Sam Zeldin,Home Office,Pico Rivera,California,90660,West,Furniture,Furnishings,145.9,5,62.737
12/24/2015,Jim Radford,Consumer,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,590.058,7,-786.744
12/24/2015,Jim Radford,Consumer,Colorado Springs,Colorado,80906,West,Office Supplies,Art,14.04,3,1.5795
3/7/2017,Michael Granlund,Home Office,Clinton,Maryland,20735,East,Technology,Accessories,49.08,3,4.908
4/1/2014,Kunst Miller,Consumer,Vallejo,California,94591,West,Office Supplies,Labels,29.6,2,14.8
4/1/2014,Kunst Miller,Consumer,Vallejo,California,94591,West,Office Supplies,Binders,17.088,4,5.5536
9/14/2015,Christina Anderson,Consumer,Provo,Utah,84604,West,Furniture,Tables,912.75,5,118.6575
8/4/2014,Valerie Dominguez,Consumer,Pleasant Grove,Utah,84062,West,Office Supplies,Appliances,1089.75,3,305.13
8/4/2014,Valerie Dominguez,Consumer,Pleasant Grove,Utah,84062,West,Office Supplies,Paper,447.84,8,219.4416
8/4/2014,Valerie Dominguez,Consumer,Pleasant Grove,Utah,84062,West,Office Supplies,Art,16.4,5,4.264
8/4/2014,Valerie Dominguez,Consumer,Pleasant Grove,Utah,84062,West,Technology,Phones,399.96,5,34.9965
8/4/2014,Valerie Dominguez,Consumer,Pleasant Grove,Utah,84062,West,Office Supplies,Storage,158.9,5,7.945
8/4/2014,Valerie Dominguez,Consumer,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,13.184,1,4.7792
9/3/2016,Julie Kriz,Home Office,Aurora,Illinois,60505,Central,Furniture,Furnishings,83.952,3,-90.2484
2/5/2016,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Storage,80.98,1,1.6196
2/5/2016,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Paper,348.84,9,170.9316
2/5/2016,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,9.45,5,0.189
2/5/2016,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Furniture,Furnishings,18.84,3,7.1592
2/5/2016,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Furniture,Bookcases,239.98,2,52.7956
2/5/2016,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,167.96,2,78.9412
2/5/2016,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Technology,Phones,104.85,3,28.3095
2/5/2016,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Technology,Phones,484.83,3,126.0558
2/5/2016,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Paper,122.97,3,60.2553
2/5/2016,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Storage,154.44,3,1.5444
2/5/2016,Paul Prost,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Paper,342.37,7,160.9139
7/3/2017,Yana Sorensen,Corporate,Burlington,North Carolina,27217,South,Office Supplies,Art,9.552,3,1.5522
10/9/2017,Cyma Kinney,Corporate,Aurora,Illinois,60505,Central,Furniture,Tables,652.45,5,-430.617
10/9/2017,Cyma Kinney,Corporate,Aurora,Illinois,60505,Central,Furniture,Tables,66.645,3,-42.6528
11/24/2016,Nat Carroll,Consumer,New York City,New York,10035,East,Office Supplies,Binders,17.216,4,6.0256
11/24/2016,Nat Carroll,Consumer,New York City,New York,10035,East,Office Supplies,Paper,11.56,2,5.6644
11/24/2016,Nat Carroll,Consumer,New York City,New York,10035,East,Technology,Accessories,88.4,4,11.492
11/24/2016,Nat Carroll,Consumer,New York City,New York,10035,East,Office Supplies,Paper,6.48,1,3.1104
11/1/2016,Katherine Murray,Home Office,Salem,Virginia,24153,South,Technology,Phones,21.8,2,6.104
11/1/2016,Katherine Murray,Home Office,Salem,Virginia,24153,South,Office Supplies,Envelopes,251.79,3,118.3413
4/19/2016,Gary Mitchum,Home Office,Columbus,Ohio,43229,East,Furniture,Tables,205.176,2,-58.1332
4/19/2016,Gary Mitchum,Home Office,Columbus,Ohio,43229,East,Office Supplies,Paper,419.4,5,146.79
4/6/2014,Shirley Daniels,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,10.304,1,-2.1896
4/6/2014,Shirley Daniels,Home Office,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,154.764,3,-36.1116
4/6/2014,Shirley Daniels,Home Office,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,116.784,2,21.897
9/2/2016,Karen Daniels,Consumer,New York City,New York,10024,East,Office Supplies,Art,75.48,2,19.6248
9/2/2016,Karen Daniels,Consumer,New York City,New York,10024,East,Furniture,Furnishings,39.98,2,9.995
9/25/2016,Adrian Barton,Consumer,Phoenix,Arizona,85023,West,Furniture,Tables,393.165,3,-204.4458
11/4/2017,Sam Zeldin,Home Office,Grand Prairie,Texas,75051,Central,Office Supplies,Labels,23.68,2,8.88
7/9/2016,Jonathan Doherty,Corporate,New York City,New York,10035,East,Furniture,Chairs,408.006,2,72.5344
7/9/2016,Jonathan Doherty,Corporate,New York City,New York,10035,East,Furniture,Furnishings,165.28,4,14.8752
6/30/2014,Helen Abelman,Consumer,New York City,New York,10024,East,Office Supplies,Binders,334.768,7,108.7996
1/28/2017,Beth Thompson,Home Office,Costa Mesa,California,92627,West,Technology,Accessories,239.97,3,26.3967
1/28/2017,Beth Thompson,Home Office,Costa Mesa,California,92627,West,Furniture,Furnishings,37.74,3,12.8316
9/21/2015,Stuart Van,Corporate,Houston,Texas,77041,Central,Technology,Phones,946.344,7,118.293
9/21/2015,Stuart Van,Corporate,Houston,Texas,77041,Central,Technology,Accessories,151.2,3,32.13
9/21/2015,Stuart Van,Corporate,Houston,Texas,77041,Central,Furniture,Furnishings,4.928,4,-1.4784
9/26/2015,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Office Supplies,Paper,86.272,4,31.2736
9/26/2015,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Office Supplies,Binders,72.588,2,-48.392
9/26/2015,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Office Supplies,Appliances,60.672,2,14.4096
9/26/2015,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Office Supplies,Binders,77.031,9,-59.0571
9/26/2015,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Office Supplies,Storage,119.904,6,-1.4988
9/26/2015,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Technology,Phones,263.96,5,23.0965
9/26/2015,Rick Wilson,Corporate,Mesa,Arizona,85204,West,Office Supplies,Storage,363.648,4,-86.3664
10/31/2015,Damala Kotsonis,Corporate,Salinas,California,93905,West,Office Supplies,Binders,9.728,2,3.2832
10/31/2015,Damala Kotsonis,Corporate,Salinas,California,93905,West,Office Supplies,Envelopes,14.75,5,7.08
10/31/2015,Damala Kotsonis,Corporate,Salinas,California,93905,West,Office Supplies,Binders,29.8,5,9.3125
10/31/2015,Damala Kotsonis,Corporate,Salinas,California,93905,West,Office Supplies,Labels,427.42,14,196.6132
11/26/2017,Liz Thompson,Consumer,Columbus,Ohio,43229,East,Technology,Phones,220.752,8,-40.4712
12/19/2014,Irene Maddox,Consumer,Florence,Alabama,35630,South,Office Supplies,Binders,152.76,6,74.8524
12/19/2014,Irene Maddox,Consumer,Florence,Alabama,35630,South,Office Supplies,Supplies,7.27,1,1.9629
12/19/2014,Irene Maddox,Consumer,Florence,Alabama,35630,South,Furniture,Chairs,1819.86,14,163.7874
12/26/2016,Frank Preis,Consumer,Seattle,Washington,98105,West,Office Supplies,Paper,33.9,5,15.594
6/20/2017,Shui Tom,Consumer,Parma,Ohio,44134,East,Office Supplies,Paper,31.104,6,10.8864
6/20/2017,Shui Tom,Consumer,Parma,Ohio,44134,East,Office Supplies,Art,5.248,2,0.5904
10/15/2015,Joel Eaton,Consumer,Amarillo,Texas,79109,Central,Technology,Accessories,263.88,3,42.8805
10/15/2015,Joel Eaton,Consumer,Amarillo,Texas,79109,Central,Furniture,Chairs,2453.43,5,-350.49
4/12/2017,Bill Donatelli,Consumer,Providence,Rhode Island,2908,East,Office Supplies,Binders,29.7,5,13.365
4/12/2017,Bill Donatelli,Consumer,Providence,Rhode Island,2908,East,Office Supplies,Paper,39.96,4,17.982
12/19/2017,Michael Moore,Consumer,San Francisco,California,94110,West,Office Supplies,Binders,36.672,2,11.46
8/5/2017,Pauline Webber,Corporate,Richmond,Kentucky,40475,South,Office Supplies,Paper,13.76,2,6.3296
10/1/2015,Shaun Chance,Corporate,Aurora,Colorado,80013,West,Office Supplies,Storage,139.424,4,17.428
5/23/2016,Ken Lonsdale,Consumer,Chicago,Illinois,60623,Central,Technology,Phones,1979.928,9,148.4946
6/13/2017,Shirley Daniels,Home Office,Chicago,Illinois,60653,Central,Office Supplies,Storage,164.736,4,-39.1248
6/13/2017,Shirley Daniels,Home Office,Chicago,Illinois,60653,Central,Furniture,Chairs,470.302,7,-87.3418
6/13/2017,Shirley Daniels,Home Office,Chicago,Illinois,60653,Central,Technology,Phones,47.984,2,5.998
4/23/2014,Theresa Swint,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.502,3,-1.7514
5/1/2015,Jennifer Braxton,Corporate,Los Angeles,California,90008,West,Technology,Phones,88.752,3,11.094
7/19/2015,Thais Sissman,Consumer,Phoenix,Arizona,85023,West,Office Supplies,Binders,2.025,1,-1.35
11/26/2016,Mark Cousins,Corporate,Mobile,Alabama,36608,South,Office Supplies,Paper,70.98,7,34.7802
11/26/2016,Mark Cousins,Corporate,Mobile,Alabama,36608,South,Office Supplies,Binders,91.68,3,45.84
11/26/2016,Mark Cousins,Corporate,Mobile,Alabama,36608,South,Office Supplies,Binders,33.75,5,16.875
11/26/2016,Mark Cousins,Corporate,Mobile,Alabama,36608,South,Technology,Machines,3040,8,1459.2
6/12/2017,Maria Etezadi,Home Office,Columbus,Georgia,31907,South,Office Supplies,Binders,91.2,3,41.952
6/12/2017,Maria Etezadi,Home Office,Columbus,Georgia,31907,South,Furniture,Tables,452.94,3,67.941
8/17/2015,Shaun Chance,Corporate,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,52.2,9,23.49
9/25/2016,Nicole Hansen,Corporate,Irving,Texas,75061,Central,Office Supplies,Labels,15.936,4,5.1792
5/4/2014,Andrew Allen,Consumer,Middletown,Connecticut,6457,East,Furniture,Furnishings,27.46,2,9.8856
12/1/2015,Logan Currie,Consumer,Seattle,Washington,98103,West,Office Supplies,Binders,55.424,2,19.3984
3/11/2016,Mick Brown,Consumer,Vineland,New Jersey,8360,East,Furniture,Tables,244.006,2,-31.3722
8/26/2016,Linda Cazamias,Corporate,Pasadena,Texas,77506,Central,Technology,Accessories,159.984,2,43.9956
8/26/2016,Linda Cazamias,Corporate,Pasadena,Texas,77506,Central,Furniture,Chairs,1024.716,6,-29.2776
12/16/2016,Keith Dawkins,Corporate,New York City,New York,10009,East,Office Supplies,Fasteners,3.68,2,1.8032
8/8/2014,Maria Bertelson,Consumer,Glendale,Arizona,85301,West,Furniture,Furnishings,121.376,4,-3.0344
8/8/2014,Maria Bertelson,Consumer,Glendale,Arizona,85301,West,Technology,Accessories,95.976,3,-10.7973
5/16/2015,Tracy Hopkins,Home Office,Jacksonville,Florida,32216,South,Technology,Accessories,255.968,4,31.996
12/9/2017,Damala Kotsonis,Corporate,Detroit,Michigan,48234,Central,Furniture,Chairs,872.94,3,226.9644
12/9/2017,Damala Kotsonis,Corporate,Detroit,Michigan,48234,Central,Office Supplies,Binders,41.54,2,19.5238
12/9/2017,Damala Kotsonis,Corporate,Detroit,Michigan,48234,Central,Office Supplies,Paper,12.96,2,6.2208
9/24/2015,Odella Nelson,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,6.848,2,0.5992
7/11/2017,Katherine Nockton,Corporate,Los Angeles,California,90004,West,Office Supplies,Labels,8.67,3,4.0749
12/1/2015,Neoma Murray,Consumer,Houston,Texas,77036,Central,Furniture,Furnishings,6.688,4,-4.0128
11/19/2016,Nora Pelletier,Home Office,Niagara Falls,New York,14304,East,Office Supplies,Art,17.28,6,5.0112
11/19/2016,Nora Pelletier,Home Office,Niagara Falls,New York,14304,East,Office Supplies,Binders,17.712,3,6.4206
3/19/2017,Catherine Glotzbach,Home Office,New York City,New York,10024,East,Office Supplies,Labels,28.91,7,13.2986
11/13/2016,Cindy Stewart,Consumer,Thomasville,North Carolina,27360,South,Office Supplies,Supplies,52.136,7,5.8653
11/19/2017,Katherine Ducich,Consumer,Westminster,California,92683,West,Technology,Phones,31.968,4,2.3976
12/2/2016,Mike Kennedy,Consumer,San Francisco,California,94122,West,Office Supplies,Paper,25.92,4,12.4416
12/2/2016,Mike Kennedy,Consumer,San Francisco,California,94122,West,Office Supplies,Paper,40.46,7,19.8254
12/2/2016,Mike Kennedy,Consumer,San Francisco,California,94122,West,Office Supplies,Storage,33.87,3,8.8062
8/25/2017,Don Weiss,Consumer,Jackson,Tennessee,38301,South,Office Supplies,Art,9.728,2,1.7024
8/25/2017,Don Weiss,Consumer,Jackson,Tennessee,38301,South,Office Supplies,Paper,3.424,1,1.07
10/14/2016,Christine Phan,Corporate,Seattle,Washington,98115,West,Technology,Accessories,177,3,30.09
11/27/2014,Maxwell Schwartz,Consumer,New York City,New York,10035,East,Office Supplies,Fasteners,3.76,2,1.316
11/3/2015,Corinna Mitchell,Home Office,Los Angeles,California,90008,West,Technology,Phones,1212.848,7,106.1242
11/3/2015,Corinna Mitchell,Home Office,Los Angeles,California,90008,West,Technology,Accessories,89.97,3,37.7874
11/3/2015,Corinna Mitchell,Home Office,Los Angeles,California,90008,West,Furniture,Furnishings,42.6,3,16.614
11/29/2014,Corey-Lock,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,5.04,2,1.764
4/30/2017,Dionis Lloyd,Corporate,New York City,New York,10024,East,Office Supplies,Envelopes,62.96,4,28.332
11/24/2017,Todd Sumrall,Corporate,New York City,New York,10035,East,Office Supplies,Paper,5.88,1,2.8812
11/24/2017,Todd Sumrall,Corporate,New York City,New York,10035,East,Furniture,Chairs,977.292,6,173.7408
10/30/2017,Jane Waco,Corporate,Vancouver,Washington,98661,West,Furniture,Furnishings,9.64,2,3.6632
12/17/2014,Roy Französisch,Consumer,Columbus,Georgia,31907,South,Office Supplies,Art,40.05,3,11.214
9/4/2017,John Dryer,Consumer,Coppell,Texas,75019,Central,Office Supplies,Art,10.192,7,3.185
9/4/2017,John Dryer,Consumer,Coppell,Texas,75019,Central,Office Supplies,Storage,16.784,1,-0.2098
9/4/2017,John Dryer,Consumer,Coppell,Texas,75019,Central,Office Supplies,Art,13.12,5,3.772
10/17/2016,Neil Knudson,Home Office,San Francisco,California,94122,West,Office Supplies,Binders,18.16,5,6.583
11/12/2017,Nathan Gelder,Consumer,Austin,Texas,78745,Central,Office Supplies,Paper,16.056,3,5.8203
11/12/2017,Nathan Gelder,Consumer,Austin,Texas,78745,Central,Office Supplies,Paper,223.056,9,69.705
11/12/2017,Nathan Gelder,Consumer,Austin,Texas,78745,Central,Office Supplies,Storage,540.048,3,-47.2542
11/24/2016,Alyssa Tate,Home Office,Los Angeles,California,90045,West,Technology,Phones,33.52,2,3.352
11/24/2016,Alyssa Tate,Home Office,Los Angeles,California,90045,West,Furniture,Furnishings,9.94,2,3.0814
8/1/2015,Pauline Chand,Home Office,Los Angeles,California,90004,West,Office Supplies,Art,6.72,4,3.36
8/1/2015,Pauline Chand,Home Office,Los Angeles,California,90004,West,Furniture,Tables,1004.976,6,-175.8708
12/24/2017,Andy Reiter,Consumer,New York City,New York,10024,East,Office Supplies,Binders,17.88,3,5.5875
9/17/2016,Cindy Stewart,Consumer,Columbus,Georgia,31907,South,Technology,Machines,396,4,190.08
12/10/2017,Lindsay Shagiari,Home Office,Omaha,Nebraska,68104,Central,Office Supplies,Binders,34.5,3,15.525
9/12/2017,Jessica Myrick,Consumer,Los Angeles,California,90036,West,Furniture,Furnishings,8.36,2,3.0096
6/24/2017,Nicole Hansen,Corporate,Pomona,California,91767,West,Office Supplies,Art,385.6,8,111.824
6/24/2017,Nicole Hansen,Corporate,Pomona,California,91767,West,Office Supplies,Art,35.82,9,11.8206
8/18/2017,Russell Applegate,Consumer,Dallas,Texas,75220,Central,Office Supplies,Storage,200.064,3,12.504
8/18/2017,Russell Applegate,Consumer,Dallas,Texas,75220,Central,Office Supplies,Binders,21.38,5,-33.139
8/18/2017,Russell Applegate,Consumer,Dallas,Texas,75220,Central,Office Supplies,Binders,6.744,4,-11.4648
12/11/2017,Arianne Irving,Consumer,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,63.686,1,-9.098
12/10/2017,Michael Chen,Consumer,North Las Vegas,Nevada,89031,West,Furniture,Tables,1669.6,4,116.872
2/3/2014,Tom Boeckenhauer,Consumer,Seattle,Washington,98105,West,Office Supplies,Binders,83.84,2,27.248
2/3/2014,Tom Boeckenhauer,Consumer,Seattle,Washington,98105,West,Office Supplies,Binders,13.272,3,4.3134
2/11/2017,Victoria Wilson,Corporate,San Francisco,California,94110,West,Office Supplies,Binders,21.336,7,7.7343
4/16/2017,Paul Lucas,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Art,16.52,5,2.065
12/6/2015,Gary Hwang,Consumer,Tucson,Arizona,85705,West,Furniture,Furnishings,206.112,6,48.9516
12/6/2015,Gary Hwang,Consumer,Tucson,Arizona,85705,West,Office Supplies,Paper,19.92,5,6.723
12/6/2015,Gary Hwang,Consumer,Tucson,Arizona,85705,West,Office Supplies,Paper,198.272,8,61.96
12/6/2015,Gary Hwang,Consumer,Tucson,Arizona,85705,West,Office Supplies,Storage,247.104,6,-58.6872
12/6/2015,Gary Hwang,Consumer,Tucson,Arizona,85705,West,Office Supplies,Art,86.304,6,9.7092
7/22/2016,Caroline Jumper,Consumer,Allentown,Pennsylvania,18103,East,Office Supplies,Art,4.16,2,0.364
7/22/2016,Caroline Jumper,Consumer,Allentown,Pennsylvania,18103,East,Furniture,Furnishings,11.648,2,3.3488
11/7/2015,Mike Caudle,Corporate,Newark,Delaware,19711,East,Office Supplies,Fasteners,26.18,7,0.5236
11/7/2015,Mike Caudle,Corporate,Newark,Delaware,19711,East,Office Supplies,Paper,7.3,2,3.431
3/26/2015,Benjamin Venier,Corporate,Miami,Florida,33142,South,Office Supplies,Paper,74.352,3,23.235
8/31/2017,Jeremy Farry,Consumer,Tempe,Arizona,85281,West,Office Supplies,Storage,10.744,1,0.8058
8/31/2017,Jeremy Farry,Consumer,Tempe,Arizona,85281,West,Office Supplies,Fasteners,8.376,3,2.7222
12/4/2016,Ellis Ballard,Corporate,New York City,New York,10035,East,Office Supplies,Storage,212.88,6,0
