Order Date,Customer Name,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Profit
22-07-2018,Dionis Lloyd,Corporate,San Francisco,California,West,Office Supplies,Labels,6.3,2,3.024
04-09-2017,Christine Sundaresam,Consumer,Roswell,Georgia,South,Office Supplies,Paper,279.9,5,137.151
04-09-2017,Christine Sundaresam,Consumer,Roswell,Georgia,South,Technology,Accessories,619.95,5,111.591
04-09-2017,Christine Sundaresam,Consumer,Roswell,Georgia,South,Office Supplies,Paper,4.36,2,2.0492
04-09-2017,Christine Sundaresam,Consumer,Roswell,Georgia,South,Office Supplies,Envelopes,15.28,2,7.4872
20-01-2016,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,Technology,Phones,699.93,7,181.9818
20-01-2016,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,Office Supplies,Art,22.96,7,6.6584
20-01-2016,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,Furniture,Furnishings,38.6,4,11.58
20-01-2016,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,Office Supplies,Art,6.63,3,1.7901
20-01-2016,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,Office Supplies,Envelopes,23.34,3,10.9698
20-01-2016,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,Furniture,Chairs,1067.94,3,224.2674
02-03-2017,Pete Armstrong,Home Office,Richmond,Indiana,Central,Office Supplies,Art,10.16,1,2.6416
02-03-2017,Pete Armstrong,Home Office,Richmond,Indiana,Central,Office Supplies,Envelopes,101.88,6,50.94
12-04-2018,Brian Dahlen,Consumer,Springfield,Virginia,South,Furniture,Tables,343.92,4,75.6624
12-04-2018,Brian Dahlen,Consumer,Springfield,Virginia,South,Office Supplies,Paper,40.99,1,20.0851
12-04-2018,Brian Dahlen,Consumer,Springfield,Virginia,South,Office Supplies,Envelopes,63.9,5,28.755
06-12-2018,Greg Guthrie,Corporate,Antioch,California,West,Office Supplies,Paper,19.44,3,9.3312
05-06-2018,Joni Sundaresam,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,124.608,4,-23.364
05-06-2018,Joni Sundaresam,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Labels,7.56,3,2.646
11-12-2018,Lena Radford,Consumer,Homestead,Florida,South,Office Supplies,Storage,85.224,3,7.4571
12-11-2018,Frank Hawley,Corporate,La Porte,Indiana,Central,Office Supplies,Envelopes,287.52,8,129.384
12-11-2018,Frank Hawley,Corporate,La Porte,Indiana,Central,Office Supplies,Appliances,37.68,2,10.5504
12-11-2018,Frank Hawley,Corporate,La Porte,Indiana,Central,Office Supplies,Paper,19.98,2,8.991
12-11-2018,Frank Hawley,Corporate,La Porte,Indiana,Central,Office Supplies,Art,20.58,7,5.5566
12-11-2018,Frank Hawley,Corporate,La Porte,Indiana,Central,Office Supplies,Binders,17.38,2,8.69
29-09-2016,Arthur Prichep,Consumer,Los Angeles,California,West,Furniture,Furnishings,204.6,2,53.196
29-09-2016,Arthur Prichep,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,8.72,4,2.8776
29-09-2016,Arthur Prichep,Consumer,Los Angeles,California,West,Office Supplies,Paper,6.48,1,3.1104
29-09-2016,Arthur Prichep,Consumer,Los Angeles,California,West,Technology,Machines,686.32,2,223.054
29-09-2016,Arthur Prichep,Consumer,Los Angeles,California,West,Office Supplies,Storage,62.18,1,16.7886
04-04-2017,Nat Carroll,Consumer,Lansing,Michigan,Central,Office Supplies,Appliances,644.076,2,107.346
04-04-2017,Nat Carroll,Consumer,Lansing,Michigan,Central,Office Supplies,Fasteners,5.84,2,2.628
04-04-2017,Nat Carroll,Consumer,Lansing,Michigan,Central,Office Supplies,Binders,12.76,2,5.8696
04-04-2017,Nat Carroll,Consumer,Lansing,Michigan,Central,Technology,Phones,10.95,1,0.438
04-04-2017,Nat Carroll,Consumer,Lansing,Michigan,Central,Technology,Copiers,599.98,2,209.993
08-05-2017,Claudia Bergmann,Corporate,Cuyahoga Falls,Ohio,East,Furniture,Furnishings,8.352,6,1.2528
31-12-2018,Kelly Lampkin,Corporate,Reno,Nevada,West,Office Supplies,Art,3.64,2,1.638
31-12-2018,Kelly Lampkin,Corporate,Reno,Nevada,West,Office Supplies,Binders,159.768,7,53.9217
20-12-2016,Penelope Sewall,Home Office,Harrisonburg,Virginia,South,Office Supplies,Storage,122.48,2,0
20-12-2016,Penelope Sewall,Home Office,Harrisonburg,Virginia,South,Furniture,Tables,2244.48,7,493.7856
20-12-2016,Penelope Sewall,Home Office,Harrisonburg,Virginia,South,Office Supplies,Binders,62.31,3,29.2857
20-12-2016,Penelope Sewall,Home Office,Harrisonburg,Virginia,South,Furniture,Tables,455.1,2,100.122
02-07-2018,George Bell,Corporate,Los Angeles,California,West,Furniture,Chairs,195.184,1,19.5184
29-06-2019,Alex Avila,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Appliances,362.94,3,90.735
29-06-2019,Alex Avila,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,11.54,2,5.77
01-09-2016,Larry Tron,Consumer,Escondido,California,West,Office Supplies,Art,53.94,3,15.6426
03-03-2016,Anne Pryor,Home Office,New York City,New York,East,Technology,Phones,9.99,1,4.5954
03-03-2016,Anne Pryor,Home Office,New York City,New York,East,Office Supplies,Binders,125.76,3,40.872
03-03-2016,Anne Pryor,Home Office,New York City,New York,East,Office Supplies,Binders,25.32,5,9.1785
04-05-2016,Paul MacIntyre,Consumer,Jackson,Michigan,Central,Office Supplies,Binders,46.8,4,21.06
02-11-2017,Kelly Collister,Consumer,Seattle,Washington,West,Technology,Accessories,447.93,9,49.2723
08-12-2019,Delfina Latchford,Consumer,New York City,New York,East,Furniture,Furnishings,109.48,2,33.9388
08-12-2019,Delfina Latchford,Consumer,New York City,New York,East,Office Supplies,Storage,272.94,3,0
08-12-2019,Delfina Latchford,Consumer,New York City,New York,East,Office Supplies,Paper,19.44,3,9.3312
08-12-2019,Delfina Latchford,Consumer,New York City,New York,East,Office Supplies,Storage,31.92,4,8.2992
10-03-2016,Scott Williamson,Consumer,Royal Oak,Michigan,Central,Office Supplies,Paper,22.38,2,10.7424
21-04-2016,Allen Armold,Consumer,Los Angeles,California,West,Office Supplies,Binders,16.52,5,5.5755
22-10-2017,Liz Thompson,Consumer,Bloomington,Illinois,Central,Office Supplies,Binders,5.176,4,-7.764
22-08-2017,Dave Poirier,Corporate,New York City,New York,East,Office Supplies,Binders,50.112,6,16.2864
29-08-2018,Adam Bellavance,Home Office,Concord,New Hampshire,East,Office Supplies,Supplies,27.93,3,8.0997
27-12-2016,Alyssa Tate,Home Office,Los Angeles,California,West,Office Supplies,Labels,11.56,4,5.4332
01-12-2018,Joel Eaton,Consumer,Rockville,Maryland,East,Furniture,Chairs,172.5,2,51.75
01-12-2018,Joel Eaton,Consumer,Rockville,Maryland,East,Technology,Phones,179.97,3,44.9925
24-04-2018,Cathy Armstrong,Home Office,Houston,Texas,Central,Technology,Accessories,258.696,3,64.674
21-06-2016,Dave Brooks,Consumer,Lakewood,New Jersey,East,Technology,Phones,1322.93,7,357.1911
21-06-2016,Dave Brooks,Consumer,Lakewood,New Jersey,East,Office Supplies,Art,3.76,2,1.0904
14-01-2019,Rob Beeghly,Consumer,Jacksonville,North Carolina,South,Office Supplies,Envelopes,21.744,1,7.3386
14-01-2019,Rob Beeghly,Consumer,Jacksonville,North Carolina,South,Technology,Phones,7.92,5,0.693
24-11-2016,Harold Ryan,Corporate,Seattle,Washington,West,Office Supplies,Binders,12.096,7,4.2336
24-11-2016,Harold Ryan,Corporate,Seattle,Washington,West,Office Supplies,Storage,485.88,6,9.7176
24-11-2016,Harold Ryan,Corporate,Seattle,Washington,West,Office Supplies,Paper,25.92,4,12.4416
24-11-2016,Harold Ryan,Corporate,Seattle,Washington,West,Office Supplies,Storage,197.58,2,53.3466
26-02-2019,Bradley Talbott,Home Office,Los Angeles,California,West,Office Supplies,Appliances,81.92,4,22.1184
26-02-2019,Bradley Talbott,Home Office,Los Angeles,California,West,Technology,Phones,889.536,8,66.7152
26-02-2019,Bradley Talbott,Home Office,Los Angeles,California,West,Furniture,Chairs,892.224,3,89.2224
26-02-2019,Bradley Talbott,Home Office,Los Angeles,California,West,Office Supplies,Paper,223.92,4,109.7208
26-02-2019,Bradley Talbott,Home Office,Los Angeles,California,West,Office Supplies,Paper,23.12,4,11.3288
15-09-2017,Nat Gilpin,Corporate,Coral Springs,Florida,South,Office Supplies,Paper,15.552,3,5.4432
15-09-2017,Nat Gilpin,Corporate,Coral Springs,Florida,South,Furniture,Furnishings,15.712,4,2.5532
15-09-2017,Nat Gilpin,Corporate,Coral Springs,Florida,South,Office Supplies,Storage,24.672,2,2.1588
15-09-2017,Nat Gilpin,Corporate,Coral Springs,Florida,South,Furniture,Furnishings,55.968,1,-2.0988
08-04-2018,Zuschuss Carroll,Consumer,Houston,Texas,Central,Technology,Accessories,431.928,9,64.7892
08-04-2018,Zuschuss Carroll,Consumer,Houston,Texas,Central,Furniture,Chairs,95.984,4,-4.1136
08-04-2018,Zuschuss Carroll,Consumer,Houston,Texas,Central,Office Supplies,Binders,1088.792,4,-1850.9464
18-07-2018,Linda Southworth,Corporate,Denver,Colorado,West,Furniture,Chairs,544.008,3,40.8006
18-07-2018,Linda Southworth,Corporate,Denver,Colorado,West,Office Supplies,Binders,1.872,3,-1.4352
18-07-2018,Linda Southworth,Corporate,Denver,Colorado,West,Furniture,Chairs,854.352,3,10.6794
18-07-2018,Linda Southworth,Corporate,Denver,Colorado,West,Office Supplies,Storage,593.568,2,0
18-07-2018,Linda Southworth,Corporate,Denver,Colorado,West,Office Supplies,Storage,338.04,3,-33.804
01-08-2019,Larry Hughes,Consumer,Charlotte,North Carolina,South,Technology,Phones,271.96,5,16.9975
14-07-2018,Steven Ward,Corporate,New York City,New York,East,Office Supplies,Storage,11.21,1,3.363
14-07-2018,Steven Ward,Corporate,New York City,New York,East,Office Supplies,Binders,9.144,3,3.2004
14-07-2018,Steven Ward,Corporate,New York City,New York,East,Office Supplies,Fasteners,14.07,7,6.8943
14-07-2018,Steven Ward,Corporate,New York City,New York,East,Office Supplies,Art,41.86,7,10.465
14-07-2018,Steven Ward,Corporate,New York City,New York,East,Office Supplies,Binders,8.544,2,2.8836
14-07-2018,Steven Ward,Corporate,New York City,New York,East,Furniture,Bookcases,579.136,4,21.7176
09-09-2019,Stefania Perrino,Corporate,Philadelphia,Pennsylvania,East,Furniture,Chairs,141.372,2,-48.4704
09-09-2019,Stefania Perrino,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.036,2,-2.3276
09-09-2019,Stefania Perrino,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.503,1,-3.6024
09-09-2019,Stefania Perrino,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,4.672,1,1.5768
09-09-2019,Stefania Perrino,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,95.88,3,28.764
09-09-2019,Stefania Perrino,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,17.024,2,1.7024
09-09-2019,Stefania Perrino,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,258.696,3,64.674
09-09-2019,Stefania Perrino,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,1931.958,7,-386.3916
12-07-2016,Ben Ferrer,Home Office,Los Angeles,California,West,Office Supplies,Storage,249.75,9,44.955
12-07-2016,Ben Ferrer,Home Office,Los Angeles,California,West,Technology,Phones,255.936,8,28.7928
04-12-2018,Becky Martin,Consumer,New York City,New York,East,Furniture,Furnishings,113.79,3,20.4822
04-12-2018,Becky Martin,Consumer,New York City,New York,East,Technology,Accessories,78.15,1,34.386
04-12-2018,Becky Martin,Consumer,New York City,New York,East,Office Supplies,Binders,1.728,1,0.6048
04-12-2018,Becky Martin,Consumer,New York City,New York,East,Office Supplies,Paper,40.56,4,19.8744
04-12-2018,Becky Martin,Consumer,New York City,New York,East,Office Supplies,Storage,182.94,3,3.6588
04-12-2018,Becky Martin,Consumer,New York City,New York,East,Office Supplies,Storage,193.86,2,11.6316
06-11-2019,Zuschuss Carroll,Consumer,Los Angeles,California,West,Office Supplies,Envelopes,15.28,2,7.4872
06-11-2019,Zuschuss Carroll,Consumer,Los Angeles,California,West,Furniture,Furnishings,8.73,1,2.9682
06-11-2019,Zuschuss Carroll,Consumer,Los Angeles,California,West,Office Supplies,Art,5.68,2,1.7608
31-10-2017,Kean Thornton,Consumer,Buffalo,New York,East,Office Supplies,Art,2.78,2,0.7228
31-10-2017,Kean Thornton,Consumer,Buffalo,New York,East,Office Supplies,Envelopes,79.96,2,35.982
30-05-2018,Brooke Gillingham,Corporate,Cincinnati,Ohio,East,Technology,Copiers,839.988,2,69.999
28-10-2018,Patrick Gardner,Consumer,Boynton Beach,Florida,South,Furniture,Furnishings,47.952,3,13.7862
28-10-2018,Patrick Gardner,Consumer,Boynton Beach,Florida,South,Office Supplies,Binders,37.425,5,-29.94
28-10-2018,Patrick Gardner,Consumer,Boynton Beach,Florida,South,Furniture,Furnishings,63.968,2,0
28-10-2018,Patrick Gardner,Consumer,Boynton Beach,Florida,South,Furniture,Furnishings,165.048,3,41.262
11-08-2016,Greg Matthias,Consumer,Seattle,Washington,West,Furniture,Furnishings,12.35,1,5.434
11-08-2016,Greg Matthias,Consumer,Seattle,Washington,West,Office Supplies,Art,40.97,1,10.6522
11-08-2016,Greg Matthias,Consumer,Seattle,Washington,West,Office Supplies,Fasteners,22.96,2,10.7912
29-08-2018,Meg O'Connel,Home Office,New York City,New York,East,Technology,Phones,22,4,5.5
15-02-2018,Patrick Gardner,Consumer,New York City,New York,East,Office Supplies,Binders,398.352,3,124.485
15-02-2018,Patrick Gardner,Consumer,New York City,New York,East,Office Supplies,Fasteners,8.72,4,3.5752
14-05-2019,Eva Jacobs,Consumer,Gulfport,Mississippi,South,Office Supplies,Envelopes,48.69,9,23.8581
12-12-2016,Nora Preis,Consumer,Fresno,California,West,Furniture,Tables,764.688,6,95.586
12-12-2016,Nora Preis,Consumer,Fresno,California,West,Furniture,Tables,3610.848,12,135.4068
12-12-2016,Nora Preis,Consumer,Fresno,California,West,Furniture,Bookcases,254.9745,3,11.9988
18-12-2019,Doug Jacobs,Consumer,New York City,New York,East,Office Supplies,Art,38.82,6,17.469
18-12-2019,Doug Jacobs,Consumer,New York City,New York,East,Furniture,Chairs,1141.938,9,139.5702
18-12-2019,Doug Jacobs,Consumer,New York City,New York,East,Office Supplies,Appliances,1704.56,13,511.368
18-12-2019,Doug Jacobs,Consumer,New York City,New York,East,Office Supplies,Art,3.2,2,1.376
04-07-2017,Irene Maddox,Consumer,Milwaukee,Wisconsin,Central,Technology,Phones,1099.96,4,285.9896
10-03-2019,Mick Hernandez,Home Office,Chester,Pennsylvania,East,Office Supplies,Art,5.248,2,0.5904
10-03-2019,Mick Hernandez,Home Office,Chester,Pennsylvania,East,Technology,Phones,35.91,3,-8.379
10-03-2019,Mick Hernandez,Home Office,Chester,Pennsylvania,East,Furniture,Furnishings,6.696,1,0.5022
10-03-2019,Mick Hernandez,Home Office,Chester,Pennsylvania,East,Furniture,Furnishings,43.872,2,11.5164
24-12-2018,Ross Baird,Home Office,Charlotte,North Carolina,South,Office Supplies,Binders,27.882,3,-20.4468
24-12-2018,Ross Baird,Home Office,Charlotte,North Carolina,South,Office Supplies,Storage,540.048,3,-47.2542
24-12-2018,Ross Baird,Home Office,Charlotte,North Carolina,South,Technology,Accessories,255.68,8,76.704
23-10-2019,Jocasta Rupert,Consumer,Jacksonville,Florida,South,Technology,Phones,863.88,3,107.985
28-10-2018,Suzanne McNair,Corporate,Greenville,North Carolina,South,Office Supplies,Binders,17.616,4,-14.0928
07-07-2019,Christine Sundaresam,Consumer,Long Beach,New York,East,Office Supplies,Binders,17.472,3,6.3336
01-10-2018,Chris Cortes,Consumer,La Porte,Indiana,Central,Technology,Phones,69.9,2,18.873
01-10-2018,Chris Cortes,Consumer,La Porte,Indiana,Central,Furniture,Furnishings,41.85,5,10.881
02-09-2019,Phillip Flathmann,Consumer,San Francisco,California,West,Office Supplies,Art,6.57,3,1.7739
24-12-2016,Julie Creighton,Corporate,Los Angeles,California,West,Office Supplies,Storage,142.86,1,41.4294
24-12-2016,Julie Creighton,Corporate,Los Angeles,California,West,Furniture,Chairs,292.272,6,18.267
23-09-2019,Brooke Gillingham,Corporate,Louisville,Colorado,West,Furniture,Furnishings,29.328,3,3.666
04-06-2019,Dan Campbell,Consumer,Florence,Alabama,South,Office Supplies,Paper,12.48,2,5.616
21-04-2018,Sibella Parks,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,102.336,4,-12.792
21-04-2018,Sibella Parks,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,48.792,3,-126.8592
21-04-2018,Sibella Parks,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,44.848,8,-67.272
26-05-2018,Maurice Satty,Consumer,Fort Worth,Texas,Central,Office Supplies,Paper,10.368,2,3.6288
26-05-2018,Maurice Satty,Consumer,Fort Worth,Texas,Central,Furniture,Chairs,388.43,5,-88.784
26-05-2018,Maurice Satty,Consumer,Fort Worth,Texas,Central,Office Supplies,Paper,14.352,3,5.2026
26-05-2018,Maurice Satty,Consumer,Fort Worth,Texas,Central,Technology,Accessories,63.992,1,-7.1991
02-05-2018,Bryan Davis,Consumer,Houston,Texas,Central,Office Supplies,Art,86.352,3,5.397
08-09-2016,Karen Carlisle,Corporate,Macon,Georgia,South,Technology,Accessories,32.97,3,12.8583
08-09-2016,Karen Carlisle,Corporate,Macon,Georgia,South,Technology,Accessories,83.88,4,30.1968
05-09-2018,Toby Ritter,Consumer,Cedar Rapids,Iowa,Central,Technology,Phones,278.4,3,80.736
09-04-2019,Sue Ann Reed,Consumer,Jacksonville,Florida,South,Office Supplies,Labels,15.12,3,4.914
09-04-2019,Sue Ann Reed,Consumer,Jacksonville,Florida,South,Office Supplies,Binders,17.43,1,-13.363
09-04-2019,Sue Ann Reed,Consumer,Jacksonville,Florida,South,Office Supplies,Paper,251.64,3,88.074
06-12-2017,Katrina Willman,Consumer,Austin,Texas,Central,Office Supplies,Binders,2.772,7,-4.851
26-06-2018,Gene McClure,Consumer,Providence,Rhode Island,East,Office Supplies,Storage,14.9,5,1.043
04-07-2017,Alan Dominguez,Home Office,New York City,New York,East,Office Supplies,Art,15.48,3,4.4892
22-11-2018,Todd Boyes,Corporate,New York City,New York,East,Furniture,Furnishings,39.88,2,11.1664
22-11-2018,Todd Boyes,Corporate,New York City,New York,East,Office Supplies,Binders,12.192,4,4.1148
22-11-2018,Todd Boyes,Corporate,New York City,New York,East,Office Supplies,Art,20.82,3,7.4952
10-11-2018,Chuck Clark,Home Office,San Francisco,California,West,Office Supplies,Binders,13.216,4,4.4604
10-11-2018,Chuck Clark,Home Office,San Francisco,California,West,Office Supplies,Paper,32.4,5,15.552
27-08-2017,Philip Fox,Consumer,San Diego,California,West,Office Supplies,Supplies,32.94,3,9.2232
27-08-2017,Philip Fox,Consumer,San Diego,California,West,Office Supplies,Paper,114.2,5,52.532
27-08-2017,Philip Fox,Consumer,San Diego,California,West,Office Supplies,Labels,3.08,1,1.4784
25-05-2017,Justin Hirsh,Consumer,Pueblo,Colorado,West,Office Supplies,Appliances,845.728,13,84.5728
30-12-2019,Erica Bern,Corporate,Fairfield,California,West,Office Supplies,Binders,13.904,2,4.5188
30-12-2019,Erica Bern,Corporate,Fairfield,California,West,Office Supplies,Binders,20.72,2,6.475
08-12-2018,Quincy Jones,Corporate,Saint Paul,Minnesota,Central,Technology,Phones,114.95,5,2.299
04-10-2017,Alex Avila,Consumer,San Francisco,California,West,Office Supplies,Storage,26.96,2,7.0096
23-12-2018,Logan Currie,Consumer,Springfield,Virginia,South,Furniture,Furnishings,572.76,6,166.1004
23-12-2018,Logan Currie,Consumer,Springfield,Virginia,South,Furniture,Furnishings,286.38,3,83.0502
19-09-2017,Tracy Collins,Home Office,Arlington,Virginia,South,Furniture,Bookcases,61.96,2,4.3372
03-07-2019,Chuck Sachs,Consumer,Columbus,Georgia,South,Furniture,Furnishings,23.99,1,5.5177
03-07-2019,Chuck Sachs,Consumer,Columbus,Georgia,South,Technology,Phones,287.97,3,77.7519
14-07-2018,Bryan Mills,Consumer,Houston,Texas,Central,Technology,Phones,419.944,7,52.493
20-06-2018,Roy Collins,Consumer,Pasadena,California,West,Office Supplies,Paper,46.76,7,22.4448
20-06-2018,Roy Collins,Consumer,Pasadena,California,West,Office Supplies,Binders,17.712,3,6.4206
20-06-2018,Roy Collins,Consumer,Pasadena,California,West,Office Supplies,Appliances,21.78,2,5.6628
20-06-2018,Roy Collins,Consumer,Pasadena,California,West,Office Supplies,Storage,161.94,3,9.7164
20-06-2018,Roy Collins,Consumer,Pasadena,California,West,Furniture,Chairs,161.568,2,-8.0784
09-12-2018,Fred McMath,Consumer,Lawrence,Massachusetts,East,Office Supplies,Labels,3.69,1,1.7343
09-12-2018,Fred McMath,Consumer,Lawrence,Massachusetts,East,Office Supplies,Labels,122.12,4,56.1752
24-09-2018,Pete Kriz,Consumer,Columbus,Ohio,East,Furniture,Chairs,155.372,2,-13.3176
18-12-2018,Henry Goldwyn,Corporate,Los Angeles,California,West,Office Supplies,Paper,38.88,6,18.6624
18-12-2018,Henry Goldwyn,Corporate,Los Angeles,California,West,Furniture,Furnishings,183.84,8,62.5056
18-12-2018,Henry Goldwyn,Corporate,Los Angeles,California,West,Office Supplies,Supplies,579.3,5,28.965
10-12-2019,Helen Andreada,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,14.2,1,3.3725
01-07-2016,Laurel Workman,Corporate,Deltona,Florida,South,Technology,Phones,575.92,2,71.99
01-07-2016,Laurel Workman,Corporate,Deltona,Florida,South,Office Supplies,Binders,5.184,6,-3.6288
03-02-2019,Matt Collins,Consumer,Cincinnati,Ohio,East,Office Supplies,Binders,5.229,3,-4.1832
03-02-2019,Matt Collins,Consumer,Cincinnati,Ohio,East,Office Supplies,Storage,285.552,2,35.694
03-03-2019,Liz Preis,Consumer,Murray,Kentucky,South,Office Supplies,Appliances,72.8,5,19.656
09-10-2019,Evan Bailliet,Consumer,Wilmington,North Carolina,South,Office Supplies,Paper,10.816,4,3.5152
28-09-2016,George Zrebassa,Corporate,Lawrence,Massachusetts,East,Office Supplies,Storage,46.26,3,12.4902
27-05-2016,Laurel Elliston,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,17.46,6,-30.555
14-06-2017,Alan Dominguez,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,51.072,6,5.1072
30-03-2018,Cathy Prescott,Corporate,Norwich,Connecticut,East,Office Supplies,Paper,11.34,1,5.5566
15-10-2019,Frank Gastineau,Home Office,San Francisco,California,West,Office Supplies,Art,87.92,4,26.376
23-05-2018,Lisa DeCherney,Consumer,San Francisco,California,West,Furniture,Furnishings,37.05,3,16.302
02-06-2019,Alejandro Ballentine,Home Office,Lorain,Ohio,East,Technology,Phones,2.97,1,-0.6435
02-06-2019,Alejandro Ballentine,Home Office,Lorain,Ohio,East,Office Supplies,Storage,27.44,2,2.401
16-02-2016,Michael Nguyen,Consumer,Dallas,Texas,Central,Office Supplies,Binders,1.08,3,-1.728
16-02-2016,Michael Nguyen,Consumer,Dallas,Texas,Central,Office Supplies,Appliances,7.96,2,-13.93
06-05-2016,Harold Pawlan,Home Office,Los Angeles,California,West,Office Supplies,Binders,140.736,8,52.776
16-05-2018,Jim Radford,Consumer,Middletown,Connecticut,East,Office Supplies,Storage,552.56,4,0
02-04-2019,Jamie Frazer,Consumer,Los Angeles,California,West,Furniture,Furnishings,25.11,3,6.5286
31-03-2019,Chad McGuire,Consumer,New York City,New York,East,Furniture,Furnishings,29.78,2,8.0406
31-03-2019,Chad McGuire,Consumer,New York City,New York,East,Technology,Phones,677.58,3,176.1708
31-03-2019,Chad McGuire,Consumer,New York City,New York,East,Office Supplies,Paper,75.04,8,36.0192
02-01-2019,Aaron Smayling,Corporate,Jacksonville,North Carolina,South,Technology,Machines,695.7,2,-27.828
02-01-2019,Aaron Smayling,Corporate,Jacksonville,North Carolina,South,Office Supplies,Binders,15.66,5,-12.528
02-01-2019,Aaron Smayling,Corporate,Jacksonville,North Carolina,South,Office Supplies,Binders,28.854,6,-21.1596
28-05-2017,Karl Braun,Consumer,Freeport,New York,East,Office Supplies,Art,47.82,3,14.346
28-05-2017,Karl Braun,Consumer,Freeport,New York,East,Office Supplies,Labels,13.05,5,6.003
17-03-2016,Bradley Nguyen,Consumer,Lakeville,Minnesota,Central,Office Supplies,Appliances,93.78,2,36.5742
17-03-2016,Bradley Nguyen,Consumer,Lakeville,Minnesota,Central,Office Supplies,Paper,47.18,7,23.59
17-03-2016,Bradley Nguyen,Consumer,Lakeville,Minnesota,Central,Office Supplies,Art,19.68,6,5.7072
17-03-2016,Bradley Nguyen,Consumer,Lakeville,Minnesota,Central,Office Supplies,Binders,53.4,10,25.098
17-03-2016,Bradley Nguyen,Consumer,Lakeville,Minnesota,Central,Office Supplies,Binders,35.88,6,17.2224
03-10-2016,Beth Paige,Consumer,Evanston,Illinois,Central,Furniture,Chairs,258.279,3,-70.1043
28-03-2018,Aaron Smayling,Corporate,Arlington,Virginia,South,Office Supplies,Storage,31.4,2,7.85
04-05-2019,Lindsay Williams,Corporate,San Francisco,California,West,Technology,Phones,183.96,5,20.6955
04-05-2019,Lindsay Williams,Corporate,San Francisco,California,West,Office Supplies,Paper,17.61,3,8.4528
04-05-2019,Lindsay Williams,Corporate,San Francisco,California,West,Furniture,Tables,300.904,1,11.2839
05-07-2016,Dan Campbell,Consumer,Houston,Texas,Central,Office Supplies,Storage,220.776,3,-44.1552
05-07-2016,Dan Campbell,Consumer,Houston,Texas,Central,Office Supplies,Storage,281.424,11,-35.178
05-05-2018,Natalie DeCherney,Consumer,Louisville,Kentucky,South,Office Supplies,Paper,79.14,3,36.4044
26-04-2019,Larry Blacks,Consumer,Fort Worth,Texas,Central,Furniture,Furnishings,1.988,1,-1.4413
26-09-2016,Kean Takahito,Consumer,Los Angeles,California,West,Furniture,Chairs,145.568,2,0
19-10-2019,Harry Marie,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,123.256,7,9.2442
19-10-2019,Harry Marie,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,23.68,4,7.4
19-10-2019,Harry Marie,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,309.576,4,-56.7556
10-11-2019,Ann Blume,Corporate,Tucson,Arizona,West,Office Supplies,Binders,38.388,14,-25.592
10-11-2019,Ann Blume,Corporate,Tucson,Arizona,West,Technology,Machines,95.994,2,-63.996
10-11-2019,Ann Blume,Corporate,Tucson,Arizona,West,Technology,Accessories,239.952,6,-35.9928
10-11-2019,Ann Blume,Corporate,Tucson,Arizona,West,Technology,Phones,201.584,2,15.1188
10-11-2019,Ann Blume,Corporate,Tucson,Arizona,West,Furniture,Chairs,899.136,4,-146.1096
08-07-2019,Sam Zeldin,Home Office,Pico Rivera,California,West,Furniture,Furnishings,145.9,5,62.737
24-12-2017,Jim Radford,Consumer,Colorado Springs,Colorado,West,Furniture,Bookcases,590.058,7,-786.744
24-12-2017,Jim Radford,Consumer,Colorado Springs,Colorado,West,Office Supplies,Art,14.04,3,1.5795
07-03-2019,Michael Granlund,Home Office,Clinton,Maryland,East,Technology,Accessories,49.08,3,4.908
01-04-2016,Kunst Miller,Consumer,Vallejo,California,West,Office Supplies,Labels,29.6,2,14.8
01-04-2016,Kunst Miller,Consumer,Vallejo,California,West,Office Supplies,Binders,17.088,4,5.5536
14-09-2017,Christina Anderson,Consumer,Provo,Utah,West,Furniture,Tables,912.75,5,118.6575
